#TIME	REQUESTED	slurm_script-23628	sps-23631	taskprolog.sh-23632	R-23645	R-23650	R-23651
421	0	1532	2372	0	132988	156136	159872
422	0	1532	2372	0	132988	156080	161308
423	0	1532	2372	0	132988	161160	156136
424	0	1532	2372	0	132988	134336	158780
425	0	1532	2372	0	132988	158640	158668
426	0	1532	2400	0	132988	157536	157500
427	0	1532	2400	0	132988	139812	142368
428	0	1532	2404	0	132988	157360	159920
429	0	1532	2404	0	132988	152388	157316
430	0	1532	2404	0	132988	161152	158636
431	0	1532	2404	0	132988	156156	158820
432	0	1532	2412	0	132988	142368	154972
433	0	1532	2412	0	132988	143648	154836
434	0	1532	2412	0	132988	158792	152328
435	0	1532	2412	0	132988	158656	157444
436	0	1532	2412	0	132988	157348	138536
437	0	1532	2412	0	132988	158732	162556
438	0	1532	2412	0	132988	157316	162684
439	0	1532	2412	0	132988	152412	151192
440	0	1532	2412	0	132988	160132	141092
441	0	1532	2412	0	132988	157444	154872
442	0	1532	2432	0	132988	152316	158852
443	0	1532	2432	0	132988	159920	156264
444	0	1532	2432	0	132988	156112	158632
445	0	1532	2436	0	132988	156080	153704
446	0	1532	2436	0	132988	153652	157348
447	0	1532	2436	0	132988	158668	157576
448	0	1532	2436	0	132988	155012	156072
449	0	1532	2436	0	132988	157388	158648
450	0	1532	2436	0	132988	152332	153536
451	0	1532	2448	0	132988	156288	157540
452	0	1532	2448	0	132988	154836	134700
453	0	1532	2448	0	132988	154972	157404
454	0	1532	2448	0	132988	142368	157348
455	0	1532	2448	0	132988	155012	139812
456	0	1532	2448	0	132988	159932	156272
457	0	1532	2448	0	132988	158844	154980
458	0	1532	2448	0	132988	142368	158604
459	0	1532	2448	0	132988	159944	157388
460	0	1532	2448	0	132988	156248	162608
461	0	1532	2448	0	132988	156260	156080
462	0	1532	2448	0	132988	159916	156292
463	0	1532	2448	0	132988	153584	143648
464	0	1532	2448	0	132988	157316	158664
465	0	1532	2448	0	132988	157360	162624
466	0	1532	2448	0	132988	157568	158612
467	0	1532	2448	0	132988	156096	157324
468	0	1532	2448	0	132988	157396	129588
469	0	1532	2448	0	132988	157404	158644
470	0	1532	2448	0	132988	157504	141092
471	0	1532	2448	0	132988	154768	158708
472	0	1532	2448	0	132988	152276	157428
473	0	1532	2492	0	132988	157444	157544
474	0	1532	2492	0	132988	157332	144700
475	0	1532	2496	0	132988	159904	153564
476	0	1532	2496	0	132988	158688	156080
477	0	1532	2496	0	132988	157444	157348
478	0	1532	2496	0	132988	157408	158688
479	0	1532	2504	0	132988	159920	153732
480	0	1532	2504	0	132988	154860	154860
481	0	1532	2504	0	132988	156068	156096
482	0	1532	2504	0	132988	139812	154840
483	0	1532	2504	0	132988	154904	156112
484	0	1532	2504	0	132988	153652	156292
485	0	1532	2504	0	132988	157500	157408
486	0	1532	2504	0	132988	137412	158780
487	0	1532	2504	0	132988	158668	161408
488	0	1532	2504	0	132988	158708	158796
489	0	1532	2504	0	132988	153648	156168
490	0	1532	2504	0	132988	128312	159988
491	0	1532	2528	0	132988	156252	152344
492	0	1532	2528	0	132988	153652	158680
493	0	1532	2528	0	132988	153148	156232
494	0	1532	2528	0	132988	154772	156080
495	0	1532	2528	0	132988	151176	157348
496	0	1532	2536	0	132988	158604	157388
497	0	1532	2536	0	132988	157540	153632
498	0	1532	2536	0	132988	141092	158844
499	0	1532	2536	0	132988	158604	160000
500	0	1532	2536	0	132988	154896	158680
501	0	1532	2536	0	132988	152320	156176
502	0	1532	2536	0	133404	153584	0
503	0	1532	2552	0	133404	150220	0
504	0	1532	2552	0	133404	158664	0
505	0	1532	2552	0	133404	152344	0
506	0	1532	2552	0	133404	156052	0
507	0	1532	2552	0	133404	128312	0
508	0	1532	2552	0	133404	154904	0
509	0	1532	2552	0	133404	158788	0
510	0	1532	2552	0	133404	152332	0
511	0	1532	2552	0	133404	158692	0
512	0	1532	2552	0	133404	158664	0
513	0	1532	2564	0	133404	154804	0
514	0	1532	2564	0	133404	148108	0
515	0	1532	2564	0	133404	157544	0
516	0	1532	2564	0	133404	153692	0
517	0	1532	2564	0	133404	153584	0
518	0	1532	2564	0	133404	154904	0
519	0	1532	2564	0	133404	158604	0
520	0	1532	2564	0	133404	159904	0
521	0	1532	2564	0	133404	158780	0
522	0	1532	2564	0	133404	156068	0
