ID	Gene Name	Species
102465841	microRNA 7855(MIR7855)	Homo sapiens	
102465842	microRNA 7856(MIR7856)	Homo sapiens	
102465857	microRNA 7976(MIR7976)	Homo sapiens	
768219	microRNA 802(MIR802)	Homo sapiens	
102467004	microRNA 8053(MIR8053)	Homo sapiens	
102465860	microRNA 8054(MIR8054)	Homo sapiens	
102465861	microRNA 8055(MIR8055)	Homo sapiens	
102465862	microRNA 8056(MIR8056)	Homo sapiens	
102466874	microRNA 8057(MIR8057)	Homo sapiens	
102465864	microRNA 8060(MIR8060)	Homo sapiens	
102465865	microRNA 8062(MIR8062)	Homo sapiens	
102466875	microRNA 8063(MIR8063)	Homo sapiens	
102465867	microRNA 8065(MIR8065)	Homo sapiens	
102466876	microRNA 8068(MIR8068)	Homo sapiens	
102465870	microRNA 8070(MIR8070)	Homo sapiens	
102465874	microRNA 8075(MIR8075)	Homo sapiens	
102465876	microRNA 8079(MIR8079)	Homo sapiens	
102465877	microRNA 8080(MIR8080)	Homo sapiens	
102465995	microRNA 8081(MIR8081)	Homo sapiens	
102465878	microRNA 8082(MIR8082)	Homo sapiens	
102465881	microRNA 8087(MIR8087)	Homo sapiens	
102466880	microRNA 8088(MIR8088)	Homo sapiens	
102465882	microRNA 8089(MIR8089)	Homo sapiens	
100126316	microRNA 873(MIR873)	Homo sapiens	
100126343	microRNA 874(MIR874)	Homo sapiens	
100126310	microRNA 876(MIR876)	Homo sapiens	
100126334	microRNA 885(MIR885)	Homo sapiens	
100126306	microRNA 888(MIR888)	Homo sapiens	
100126303	microRNA 890(MIR890)	Homo sapiens	
100126342	microRNA 892a(MIR892A)	Homo sapiens	
100126307	microRNA 892b(MIR892B)	Homo sapiens	
102466721	microRNA 892c(MIR892C)	Homo sapiens	
407047	microRNA 9-2(MIR9-2)	Homo sapiens	
100126320	microRNA 920(MIR920)	Homo sapiens	
100126349	microRNA 921(MIR921)	Homo sapiens	
407048	microRNA 92a-1(MIR92A1)	Homo sapiens	
407049	microRNA 92a-2(MIR92A2)	Homo sapiens	
100126350	microRNA 933(MIR933)	Homo sapiens	
100126327	microRNA 938(MIR938)	Homo sapiens	
100126331	microRNA 942(MIR942)	Homo sapiens	
100126340	microRNA 944(MIR944)	Homo sapiens	
407056	microRNA 99b(MIR99B)	Homo sapiens	
406881	microRNA let-7a-1(MIRLET7A1)	Homo sapiens	
406882	microRNA let-7a-2(MIRLET7A2)	Homo sapiens	
406886	microRNA let-7d(MIRLET7D)	Homo sapiens	
406887	microRNA let-7e(MIRLET7E)	Homo sapiens	
406888	microRNA let-7f-1(MIRLET7F1)	Homo sapiens	
406890	microRNA let-7g(MIRLET7G)	Homo sapiens	
406891	microRNA let-7i(MIRLET7I)	Homo sapiens	
399959	mir-100-let-7a-2 cluster host gene(MIR100HG)	Homo sapiens	
100506755	mir-497-195 cluster host gene(MIR497HG)	Homo sapiens	
392452	mitochondrial fission factor pseudogene(LOC392452)	Homo sapiens	
650794	mitochondrial intermediate peptidase pseudogene 3(MIPEPP3)	Homo sapiens	
64983	mitochondrial ribosomal protein L32(MRPL32)	Homo sapiens	
64979	mitochondrial ribosomal protein L36(MRPL36)	Homo sapiens	
78988	mitochondrial ribosomal protein L57(MRPL57)	Homo sapiens	
55173	mitochondrial ribosomal protein S10(MRPS10)	Homo sapiens	
63931	mitochondrial ribosomal protein S14(MRPS14)	Homo sapiens	
64960	mitochondrial ribosomal protein S15(MRPS15)	Homo sapiens	
51023	mitochondrial ribosomal protein S18C(MRPS18C)	Homo sapiens	
100887750	mitochondrial ribosomal protein S31 pseudogene 5(MRPS31P5)	Homo sapiens	
151325	myeloid associated differentiation marker like (pseudogene)(MYADML)	Homo sapiens	
140678	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10 pseudogene 1(MLLT10P1)	Homo sapiens	
440823	myocardial infarction associated transcript (non-protein coding)(MIAT)	Homo sapiens	
441908	neuroblastoma breakpoint family member 18, pseudogene(NBPF18P)	Homo sapiens	
285622	neuroblastoma breakpoint family member 22, pseudogene(NBPF22P)	Homo sapiens	
101929780	neuroblastoma breakpoint family member 25, pseudogene(NBPF25P)	Homo sapiens	
100996569	non-protein coding RNA, associated with MAP kinase pathway and growth arrest(NAMA)	Homo sapiens	
641373	non-protein coding RNA, repressor of NFAT(NRON)	Homo sapiens	
100302746	non-protein coding RNA, upstream of F2R/PAR1(NCRUPAR)	Homo sapiens	
392364	nuclear pore associated protein 1 pseudogene(LOC392364)	Homo sapiens	
255330	nucleoporin 210 pseudogene 1(NUP210P1)	Homo sapiens	
170688	nudix hydrolase 4 pseudogene 2(NUDT4P2)	Homo sapiens	
119369	nudix hydrolase 9 pseudogene 1(NUDT9P1)	Homo sapiens	
26343	olfactory receptor family 5 subfamily E member 1 pseudogene(OR5E1P)	Homo sapiens	
89883	olfactory receptor family 6 subfamily W member 1 pseudogene(OR6W1P)	Homo sapiens	
283491	olfactory receptor family 7 subfamily E member 156 pseudogene(OR7E156P)	Homo sapiens	
219445	olfactory receptor family 7 subfamily E member 5 pseudogene(OR7E5P)	Homo sapiens	
202459	oligosaccharyltransferase complex subunit pseudogene 1(OSTCP1)	Homo sapiens	
100886964	papillary thyroid carcinoma susceptibility candidate 3 (non-protein coding)(PTCSC3)	Homo sapiens	
387647	patched domain containing 3 pseudogene 1(PTCHD3P1)	Homo sapiens	
100192204	peptidylprolyl isomerase A pseudogene 30(PPIAP30)	Homo sapiens	
728448	peptidylprolyl isomerase E like pseudogene(PPIEL)	Homo sapiens	
168741	period circadian clock 3 pseudogene(PER4)	Homo sapiens	
206426	phosphatidylinositol-4-phosphate 5-kinase type 1 pseudogene 1(PIP5K1P1)	Homo sapiens	
728989	phosphodiesterase 4D interacting protein pseudogene(LOC728989)	Homo sapiens	
100130673	phosphoribosyl pyrophosphate synthetase 2 pseudogene(LOC100130673)	Homo sapiens	
191585	placenta specific 4(PLAC4)	Homo sapiens	
643711	platelet activating factor acetylhydrolase 1b catalytic subunit 2 pseudogene(LOC643711)	Homo sapiens	
140464	polled intersex syndrome regulated transcript 1 (non-protein coding RNA)(PISRT1)	Homo sapiens	
728773	poly(A) binding protein cytoplasmic 1 pseudogene 2(PABPC1P2)	Homo sapiens	
5370	pro-melanin concentrating hormone like 2 (pseudogene)(PMCHL2)	Homo sapiens	
10895	pro-platelet basic protein pseudogene 2(PPBPP2)	Homo sapiens	
728739	programmed cell death 2 pseudogene(LOC728739)	Homo sapiens	
79170	proline rich 15 like(PRR15L)	Homo sapiens	
729627	proline rich 23A(PRR23A)	Homo sapiens	
389151	proline rich 23B(PRR23B)	Homo sapiens	
389333	proline rich basic protein 1(PROB1)	Homo sapiens	
644844	proline, histidine and glycine rich 1(PHGR1)	Homo sapiens	
25859	prostate androgen-regulated transcript 1 (non-protein coding)(PART1)	Homo sapiens	
50652	prostate cancer associated 3 (non-protein coding)(PCA3)	Homo sapiens	
101867536	prostate cancer associated non-coding RNA 1(PRNCR1)	Homo sapiens	
100750225	prostate cancer associated transcript 1 (non-protein coding)(PCAT1)	Homo sapiens	
728606	prostate cancer associated transcript 18 (non-protein coding)(PCAT18)	Homo sapiens	
118425	prostate cancer associated transcript 4 (non-protein coding)(PCAT4)	Homo sapiens	
102578074	prostate cancer associated transcript 5 (non-protein coding)(PCAT5)	Homo sapiens	
100506696	prostate cancer associated transcript 6 (non-protein coding)(PCAT6)	Homo sapiens	
100506422	putative deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323(LOC100506422)	Homo sapiens	
283922	pyruvate dehydrogenase phosphatase regulatory subunit pseudogene(LOC283922)	Homo sapiens	
284485	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1(RIIAD1)	Homo sapiens	
441212	retinitis pigmentosa 9 pseudogene(RP9P)	Homo sapiens	
196475	rhabdomyosarcoma 2 associated transcript (non-protein coding)(RMST)	Homo sapiens	
85495	ribonuclease P RNA component H1(RPPH1)	Homo sapiens	
399670	ribosomal protein L13a pseudogene 17(RPL13AP17)	Homo sapiens	
644511	ribosomal protein L13a pseudogene 6(RPL13AP6)	Homo sapiens	
100129424	ribosomal protein L19 pseudogene 12(RPL19P12)	Homo sapiens	
402176	ribosomal protein L21 pseudogene 44(RPL21P44)	Homo sapiens	
376693	ribosomal protein S10 pseudogene 7(RPS10P7)	Homo sapiens	
644068	ribosomal protein S14 pseudogene 3(RPS14P3)	Homo sapiens	
647190	ribosomal protein S16 pseudogene 5(RPS16P5)	Homo sapiens	
256355	ribosomal protein S2 pseudogene 32(RPS2P32)	Homo sapiens	
441502	ribosomal protein S26 pseudogene 11(RPS26P11)	Homo sapiens	
645884	ribosomal protein S7 pseudogene 5(RPS7P5)	Homo sapiens	
204010	ribosomal protein SA pseudogene 52(RPSAP52)	Homo sapiens	
376412	ring finger protein 126 pseudogene 1(RNF126P1)	Homo sapiens	
414927	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene(MGC34796)	Homo sapiens	
441601	septin 7 pseudogene(LOC441601)	Homo sapiens	
645513	septin 7 pseudogene(LOC645513)	Homo sapiens	
100500773	serine/arginine-rich splicing factor 3 pseudogene(LOC100500773)	Homo sapiens	
6290	serum amyloid A3 pseudogene(SAA3P)	Homo sapiens	
677768	small Cajal body-specific RNA 13(SCARNA13)	Homo sapiens	
677769	small Cajal body-specific RNA 17(SCARNA17)	Homo sapiens	
677765	small Cajal body-specific RNA 18(SCARNA18)	Homo sapiens	
677766	small Cajal body-specific RNA 2(SCARNA2)	Homo sapiens	
100124533	small Cajal body-specific RNA 27(SCARNA27)	Homo sapiens	
677679	small Cajal body-specific RNA 3(SCARNA3)	Homo sapiens	
677775	small Cajal body-specific RNA 5(SCARNA5)	Homo sapiens	
677772	small Cajal body-specific RNA 6(SCARNA6)	Homo sapiens	
677767	small Cajal body-specific RNA 7(SCARNA7)	Homo sapiens	
619383	small Cajal body-specific RNA 9(SCARNA9)	Homo sapiens	
100170222	small ILF3/NF90-associated RNA I(SNAR-I)	Homo sapiens	
283596	small nucleolar RNA host gene 10(SNHG10)	Homo sapiens	
285958	small nucleolar RNA host gene 15(SNHG15)	Homo sapiens	
100507246	small nucleolar RNA host gene 16(SNHG16)	Homo sapiens	
100505806	small nucleolar RNA host gene 18(SNHG18)	Homo sapiens	
100093630	small nucleolar RNA host gene 8(SNHG8)	Homo sapiens	
594838	small nucleolar RNA, C/D box 100(SNORD100)	Homo sapiens	
594837	small nucleolar RNA, C/D box 101(SNORD101)	Homo sapiens	
26771	small nucleolar RNA, C/D box 102(SNORD102)	Homo sapiens	
692234	small nucleolar RNA, C/D box 103A(SNORD103A)	Homo sapiens	
692235	small nucleolar RNA, C/D box 103B(SNORD103B)	Homo sapiens	
91380	small nucleolar RNA, C/D box 107(SNORD107)	Homo sapiens	
338427	small nucleolar RNA, C/D box 108(SNORD108)	Homo sapiens	
338428	small nucleolar RNA, C/D box 109A(SNORD109A)	Homo sapiens	
338429	small nucleolar RNA, C/D box 109B(SNORD109B)	Homo sapiens	
692058	small nucleolar RNA, C/D box 11(SNORD11)	Homo sapiens	
692214	small nucleolar RNA, C/D box 111(SNORD111)	Homo sapiens	
100113402	small nucleolar RNA, C/D box 111B(SNORD111B)	Homo sapiens	
338433	small nucleolar RNA, C/D box 115-1(SNORD115-1)	Homo sapiens	
100033447	small nucleolar RNA, C/D box 115-10(SNORD115-10)	Homo sapiens	
100033448	small nucleolar RNA, C/D box 115-11(SNORD115-11)	Homo sapiens	
100033449	small nucleolar RNA, C/D box 115-12(SNORD115-12)	Homo sapiens	
100033450	small nucleolar RNA, C/D box 115-13(SNORD115-13)	Homo sapiens	
100033451	small nucleolar RNA, C/D box 115-14(SNORD115-14)	Homo sapiens	
100033453	small nucleolar RNA, C/D box 115-15(SNORD115-15)	Homo sapiens	
100033454	small nucleolar RNA, C/D box 115-16(SNORD115-16)	Homo sapiens	
100033455	small nucleolar RNA, C/D box 115-17(SNORD115-17)	Homo sapiens	
100033456	small nucleolar RNA, C/D box 115-18(SNORD115-18)	Homo sapiens	
100033458	small nucleolar RNA, C/D box 115-19(SNORD115-19)	Homo sapiens	
100033437	small nucleolar RNA, C/D box 115-2(SNORD115-2)	Homo sapiens	
100033460	small nucleolar RNA, C/D box 115-20(SNORD115-20)	Homo sapiens	
100033603	small nucleolar RNA, C/D box 115-21(SNORD115-21)	Homo sapiens	
100033799	small nucleolar RNA, C/D box 115-22(SNORD115-22)	Homo sapiens	
100033800	small nucleolar RNA, C/D box 115-23(SNORD115-23)	Homo sapiens	
100036563	small nucleolar RNA, C/D box 115-24(SNORD115-24)	Homo sapiens	
100033801	small nucleolar RNA, C/D box 115-25(SNORD115-25)	Homo sapiens	
100033802	small nucleolar RNA, C/D box 115-26(SNORD115-26)	Homo sapiens	
100036564	small nucleolar RNA, C/D box 115-27(SNORD115-27)	Homo sapiens	
100036565	small nucleolar RNA, C/D box 115-28(SNORD115-28)	Homo sapiens	
100033803	small nucleolar RNA, C/D box 115-29(SNORD115-29)	Homo sapiens	
100033440	small nucleolar RNA, C/D box 115-3(SNORD115-3)	Homo sapiens	
100033804	small nucleolar RNA, C/D box 115-30(SNORD115-30)	Homo sapiens	
100033805	small nucleolar RNA, C/D box 115-31(SNORD115-31)	Homo sapiens	
100033806	small nucleolar RNA, C/D box 115-32(SNORD115-32)	Homo sapiens	
100033807	small nucleolar RNA, C/D box 115-33(SNORD115-33)	Homo sapiens	
100033808	small nucleolar RNA, C/D box 115-34(SNORD115-34)	Homo sapiens	
100033809	small nucleolar RNA, C/D box 115-35(SNORD115-35)	Homo sapiens	
100033810	small nucleolar RNA, C/D box 115-36(SNORD115-36)	Homo sapiens	
100033811	small nucleolar RNA, C/D box 115-37(SNORD115-37)	Homo sapiens	
100033812	small nucleolar RNA, C/D box 115-38(SNORD115-38)	Homo sapiens	
100033813	small nucleolar RNA, C/D box 115-39(SNORD115-39)	Homo sapiens	
100033441	small nucleolar RNA, C/D box 115-4(SNORD115-4)	Homo sapiens	
100033814	small nucleolar RNA, C/D box 115-40(SNORD115-40)	Homo sapiens	
100033815	small nucleolar RNA, C/D box 115-41(SNORD115-41)	Homo sapiens	
100033816	small nucleolar RNA, C/D box 115-42(SNORD115-42)	Homo sapiens	
100033817	small nucleolar RNA, C/D box 115-43(SNORD115-43)	Homo sapiens	
100033818	small nucleolar RNA, C/D box 115-44(SNORD115-44)	Homo sapiens	
100036566	small nucleolar RNA, C/D box 115-45(SNORD115-45)	Homo sapiens	
100036567	small nucleolar RNA, C/D box 115-47(SNORD115-47)	Homo sapiens	
100033822	small nucleolar RNA, C/D box 115-48(SNORD115-48)	Homo sapiens	
100033442	small nucleolar RNA, C/D box 115-5(SNORD115-5)	Homo sapiens	
100033443	small nucleolar RNA, C/D box 115-6(SNORD115-6)	Homo sapiens	
100033444	small nucleolar RNA, C/D box 115-7(SNORD115-7)	Homo sapiens	
100033445	small nucleolar RNA, C/D box 115-8(SNORD115-8)	Homo sapiens	
100033446	small nucleolar RNA, C/D box 115-9(SNORD115-9)	Homo sapiens	
100113378	small nucleolar RNA, C/D box 119(SNORD119)	Homo sapiens	
100113392	small nucleolar RNA, C/D box 11B(SNORD11B)	Homo sapiens	
692057	small nucleolar RNA, C/D box 12(SNORD12)	Homo sapiens	
100113379	small nucleolar RNA, C/D box 121A(SNORD121A)	Homo sapiens	
101340252	small nucleolar RNA, C/D box 121B(SNORD121B)	Homo sapiens	
100113384	small nucleolar RNA, C/D box 123(SNORD123)	Homo sapiens	
100113391	small nucleolar RNA, C/D box 126(SNORD126)	Homo sapiens	
100113393	small nucleolar RNA, C/D box 12B(SNORD12B)	Homo sapiens	
26765	small nucleolar RNA, C/D box 12C(SNORD12C)	Homo sapiens	
6079	small nucleolar RNA, C/D box 15A(SNORD15A)	Homo sapiens	
114599	small nucleolar RNA, C/D box 15B(SNORD15B)	Homo sapiens	
595097	small nucleolar RNA, C/D box 16(SNORD16)	Homo sapiens	
692086	small nucleolar RNA, C/D box 17(SNORD17)	Homo sapiens	
595098	small nucleolar RNA, C/D box 18A(SNORD18A)	Homo sapiens	
595099	small nucleolar RNA, C/D box 18B(SNORD18B)	Homo sapiens	
595100	small nucleolar RNA, C/D box 18C(SNORD18C)	Homo sapiens	
6083	small nucleolar RNA, C/D box 21(SNORD21)	Homo sapiens	
26820	small nucleolar RNA, C/D box 24(SNORD24)	Homo sapiens	
692092	small nucleolar RNA, C/D box 32B(SNORD32B)	Homo sapiens	
26815	small nucleolar RNA, C/D box 36A(SNORD36A)	Homo sapiens	
26814	small nucleolar RNA, C/D box 36B(SNORD36B)	Homo sapiens	
26813	small nucleolar RNA, C/D box 36C(SNORD36C)	Homo sapiens	
26806	small nucleolar RNA, C/D box 44(SNORD44)	Homo sapiens	
26805	small nucleolar RNA, C/D box 45A(SNORD45A)	Homo sapiens	
26804	small nucleolar RNA, C/D box 45B(SNORD45B)	Homo sapiens	
692085	small nucleolar RNA, C/D box 45C(SNORD45C)	Homo sapiens	
26802	small nucleolar RNA, C/D box 47(SNORD47)	Homo sapiens	
692072	small nucleolar RNA, C/D box 5(SNORD5)	Homo sapiens	
26798	small nucleolar RNA, C/D box 51(SNORD51)	Homo sapiens	
26796	small nucleolar RNA, C/D box 53(SNORD53)	Homo sapiens	
26795	small nucleolar RNA, C/D box 54(SNORD54)	Homo sapiens	
26791	small nucleolar RNA, C/D box 58A(SNORD58A)	Homo sapiens	
26790	small nucleolar RNA, C/D box 58B(SNORD58B)	Homo sapiens	
100124516	small nucleolar RNA, C/D box 58C(SNORD58C)	Homo sapiens	
26789	small nucleolar RNA, C/D box 59A(SNORD59A)	Homo sapiens	
692090	small nucleolar RNA, C/D box 59B(SNORD59B)	Homo sapiens	
692075	small nucleolar RNA, C/D box 6(SNORD6)	Homo sapiens	
26786	small nucleolar RNA, C/D box 62A(SNORD62A)	Homo sapiens	
692093	small nucleolar RNA, C/D box 62B(SNORD62B)	Homo sapiens	
347686	small nucleolar RNA, C/D box 64(SNORD64)	Homo sapiens	
692076	small nucleolar RNA, C/D box 7(SNORD7)	Homo sapiens	
692110	small nucleolar RNA, C/D box 70(SNORD70)	Homo sapiens	
692111	small nucleolar RNA, C/D box 71(SNORD71)	Homo sapiens	
619564	small nucleolar RNA, C/D box 72(SNORD72)	Homo sapiens	
8944	small nucleolar RNA, C/D box 73A(SNORD73A)	Homo sapiens	
619498	small nucleolar RNA, C/D box 74(SNORD74)	Homo sapiens	
692195	small nucleolar RNA, C/D box 75(SNORD75)	Homo sapiens	
692196	small nucleolar RNA, C/D box 76(SNORD76)	Homo sapiens	
692197	small nucleolar RNA, C/D box 77(SNORD77)	Homo sapiens	
692198	small nucleolar RNA, C/D box 78(SNORD78)	Homo sapiens	
26770	small nucleolar RNA, C/D box 79(SNORD79)	Homo sapiens	
26774	small nucleolar RNA, C/D box 80(SNORD80)	Homo sapiens	
26769	small nucleolar RNA, C/D box 81(SNORD81)	Homo sapiens	
692205	small nucleolar RNA, C/D box 89(SNORD89)	Homo sapiens	
692209	small nucleolar RNA, C/D box 92(SNORD92)	Homo sapiens	
692210	small nucleolar RNA, C/D box 93(SNORD93)	Homo sapiens	
692223	small nucleolar RNA, C/D box 97(SNORD97)	Homo sapiens	
677792	small nucleolar RNA, H/ACA box 1(SNORA1)	Homo sapiens	
100124539	small nucleolar RNA, H/ACA box 11B(SNORA11B)	Homo sapiens	
654322	small nucleolar RNA, H/ACA box 13(SNORA13)	Homo sapiens	
677803	small nucleolar RNA, H/ACA box 15(SNORA15)	Homo sapiens	
692157	small nucleolar RNA, H/ACA box 16B(SNORA16B)	Homo sapiens	
677805	small nucleolar RNA, H/ACA box 18(SNORA18)	Homo sapiens	
641451	small nucleolar RNA, H/ACA box 19(SNORA19)	Homo sapiens	
677806	small nucleolar RNA, H/ACA box 20(SNORA20)	Homo sapiens	
684959	small nucleolar RNA, H/ACA box 25(SNORA25)	Homo sapiens	
677810	small nucleolar RNA, H/ACA box 26(SNORA26)	Homo sapiens	
619499	small nucleolar RNA, H/ACA box 27(SNORA27)	Homo sapiens	
677812	small nucleolar RNA, H/ACA box 29(SNORA29)	Homo sapiens	
677793	small nucleolar RNA, H/ACA box 2A(SNORA2A)	Homo sapiens	
677794	small nucleolar RNA, H/ACA box 2B(SNORA2B)	Homo sapiens	
677814	small nucleolar RNA, H/ACA box 31(SNORA31)	Homo sapiens	
692063	small nucleolar RNA, H/ACA box 32(SNORA32)	Homo sapiens	
594839	small nucleolar RNA, H/ACA box 33(SNORA33)	Homo sapiens	
677818	small nucleolar RNA, H/ACA box 36B(SNORA36B)	Homo sapiens	
100124535	small nucleolar RNA, H/ACA box 36C(SNORA36C)	Homo sapiens	
677819	small nucleolar RNA, H/ACA box 37(SNORA37)	Homo sapiens	
677822	small nucleolar RNA, H/ACA box 40(SNORA40)	Homo sapiens	
619569	small nucleolar RNA, H/ACA box 41(SNORA41)	Homo sapiens	
677827	small nucleolar RNA, H/ACA box 46(SNORA46)	Homo sapiens	
677828	small nucleolar RNA, H/ACA box 47(SNORA47)	Homo sapiens	
677832	small nucleolar RNA, H/ACA box 53(SNORA53)	Homo sapiens	
677834	small nucleolar RNA, H/ACA box 55(SNORA55)	Homo sapiens	
677885	small nucleolar RNA, H/ACA box 59A(SNORA59A)	Homo sapiens	
677882	small nucleolar RNA, H/ACA box 59B(SNORA59B)	Homo sapiens	
574040	small nucleolar RNA, H/ACA box 6(SNORA6)	Homo sapiens	
6044	small nucleolar RNA, H/ACA box 62(SNORA62)	Homo sapiens	
26782	small nucleolar RNA, H/ACA box 66(SNORA66)	Homo sapiens	
100124537	small nucleolar RNA, H/ACA box 70B(SNORA70B)	Homo sapiens	
100124538	small nucleolar RNA, H/ACA box 70C(SNORA70C)	Homo sapiens	
100379250	small nucleolar RNA, H/ACA box 70E(SNORA70E)	Homo sapiens	
100337591	small nucleolar RNA, H/ACA box 70F(SNORA70F)	Homo sapiens	
100379132	small nucleolar RNA, H/ACA box 70G(SNORA70G)	Homo sapiens	
26775	small nucleolar RNA, H/ACA box 72(SNORA72)	Homo sapiens	
677841	small nucleolar RNA, H/ACA box 74B(SNORA74B)	Homo sapiens	
677843	small nucleolar RNA, H/ACA box 77(SNORA77)	Homo sapiens	
677845	small nucleolar RNA, H/ACA box 79(SNORA79)	Homo sapiens	
654320	small nucleolar RNA, H/ACA box 8(SNORA8)	Homo sapiens	
100124534	small nucleolar RNA, H/ACA box 84(SNORA84)	Homo sapiens	
677798	small nucleolar RNA, H/ACA box 9(SNORA9)	Homo sapiens	
100507392	smooth muscle and endothelial cell enriched migration/differentiation-associated long non-coding RNA(SENCR)	Homo sapiens	
163742	solute carrier family 25 member 3 pseudogene 1(SLC25A3P1)	Homo sapiens	
442229	solute carrier family 25 member 51 pseudogene 1(SLC25A51P1)	Homo sapiens	
121456	solute carrier family 9 member 7 pseudogene 1(SLC9A7P1)	Homo sapiens	
353324	spermatogenesis associated 12(SPATA12)	Homo sapiens	
642864	spermatogenesis associated 42 (non-protein coding)(SPATA42)	Homo sapiens	
151234	sulfotransferase family 1C member 2 pseudogene 1(SULT1C2P1)	Homo sapiens	
207107	surfactant associated 1, pseudogene(SFTA1P)	Homo sapiens	
7012	telomerase RNA component(TERC)	Homo sapiens	
56158	testis expressed 12(TEX12)	Homo sapiens	
100996349	testis expressed 264 pseudogene(LOC100996349)	Homo sapiens	
401014	testis expressed 41 (non-protein coding)(TEX41)	Homo sapiens	
100506564	theg spermatid protein-like(THEGL)	Homo sapiens	
283011	tigger transposable element derived 2 pseudogene(FLJ37201)	Homo sapiens	
222699	transducer of ERBB2, 2 pseudogene 1(TOB2P1)	Homo sapiens	
100124696	transient erythroblastopenia of childhood(TEC)	Homo sapiens	
392232	transient receptor potential cation channel subfamily A member 1 pseudogene(LOC392232)	Homo sapiens	
100616668	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 5(TPTE2P5)	Homo sapiens	
374491	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 6(TPTE2P6)	Homo sapiens	
644759	transmembrane protease, serine 11G, pseudogene(TMPRSS11GP)	Homo sapiens	
440104	transmembrane protein 198B (pseudogene)(TMEM198B)	Homo sapiens	
644962	trinucleotide repeat containing 18 pseudogene 1(TNRC18P1)	Homo sapiens	
728402	triosephosphate isomerase 1 pseudogene 3(TPI1P3)	Homo sapiens	
440041	tripartite motif-containing 51H, pseudogene(TRIM51HP)	Homo sapiens	
147804	tropomyosin 3 pseudogene 9(TPM3P9)	Homo sapiens	
207147	trypsinogen-like pseudogene(TRY2P)	Homo sapiens	
643432	tumor suppressor TSG1(TSG1)	Homo sapiens	
649395	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 1(YWHAEP1)	Homo sapiens	
284100	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 7(YWHAEP7)	Homo sapiens	
390595	ubiquitin associated protein 1 like(UBAP1L)	Homo sapiens	
286480	ubiquitin conjugating enzyme E2 E4 pseudogene(UBE2E4P)	Homo sapiens	
285759	uncharacterized FLJ34503(FLJ34503)	Homo sapiens	
286023	uncharacterized FLJ40288(FLJ40288)	Homo sapiens	
100126784	uncharacterized LOC100126784(LOC100126784)	Homo sapiens	
100128006	uncharacterized LOC100128006(LOC100128006)	Homo sapiens	
100128124	uncharacterized LOC100128124(HGC6.3)	Homo sapiens	
100128398	uncharacterized LOC100128398(LOC100128398)	Homo sapiens	
100128494	uncharacterized LOC100128494(LOC100128494)	Homo sapiens	
100128568	uncharacterized LOC100128568(LOC100128568)	Homo sapiens	
100129034	uncharacterized LOC100129034(LOC100129034)	Homo sapiens	
100129066	uncharacterized LOC100129066(UNQ6494)	Homo sapiens	
100129083	uncharacterized LOC100129083(LOC100129083)	Homo sapiens	
100129617	uncharacterized LOC100129617(LOC100129617)	Homo sapiens	
100130452	uncharacterized LOC100130452(LOC100130452)	Homo sapiens	
100130460	uncharacterized LOC100130460(CAND1.11)	Homo sapiens	
100130744	uncharacterized LOC100130744(LOC100130744)	Homo sapiens	
100130992	uncharacterized LOC100130992(LOC100130992)	Homo sapiens	
100131289	uncharacterized LOC100131289(LOC100131289)	Homo sapiens	
100131315	uncharacterized LOC100131315(LOC100131315)	Homo sapiens	
100131626	uncharacterized LOC100131626(LOC100131626)	Homo sapiens	
100132356	uncharacterized LOC100132356(LOC100132356)	Homo sapiens	
100134391	uncharacterized LOC100134391(LOC100134391)	Homo sapiens	
100192379	uncharacterized LOC100192379(PP12613)	Homo sapiens	
100240728	uncharacterized LOC100240728(LOC100240728)	Homo sapiens	
100272217	uncharacterized LOC100272217(LOC100272217)	Homo sapiens	
100287010	uncharacterized LOC100287010(LOC100287010)	Homo sapiens	
100287015	uncharacterized LOC100287015(LOC100287015)	Homo sapiens	
100287944	uncharacterized LOC100287944(LOC100287944)	Homo sapiens	
100288748	uncharacterized LOC100288748(LOC100288748)	Homo sapiens	
100288846	uncharacterized LOC100288846(LOC100288846)	Homo sapiens	
100289230	uncharacterized LOC100289230(LOC100289230)	Homo sapiens	
100289361	uncharacterized LOC100289361(LOC100289361)	Homo sapiens	
100289495	uncharacterized LOC100289495(LOC100289495)	Homo sapiens	
100289511	uncharacterized LOC100289511(LOC100289511)	Homo sapiens	
100294362	uncharacterized LOC100294362(LOC100294362)	Homo sapiens	
100379224	uncharacterized LOC100379224(LOC100379224)	Homo sapiens	
100499194	uncharacterized LOC100499194(LOC100499194)	Homo sapiens	
100499489	uncharacterized LOC100499489(LOC100499489)	Homo sapiens	
100505622	uncharacterized LOC100505622(LOC100505622)	Homo sapiens	
100505912	uncharacterized LOC100505912(LOC100505912)	Homo sapiens	
