ID	Gene Name	Species
100505702	long intergenic non-protein coding RNA 1094(LINC01094)	Homo sapiens	
100505545	long intergenic non-protein coding RNA 1095(LINC01095)	Homo sapiens	
285548	long intergenic non-protein coding RNA 1096(LINC01096)	Homo sapiens	
285547	long intergenic non-protein coding RNA 1097(LINC01097)	Homo sapiens	
285501	long intergenic non-protein coding RNA 1098(LINC01098)	Homo sapiens	
101928656	long intergenic non-protein coding RNA 1099(LINC01099)	Homo sapiens	
84931	long intergenic non-protein coding RNA 1101(LINC01101)	Homo sapiens	
150568	long intergenic non-protein coding RNA 1102(LINC01102)	Homo sapiens	
101927360	long intergenic non-protein coding RNA 1103(LINC01103)	Homo sapiens	
150577	long intergenic non-protein coding RNA 1104(LINC01104)	Homo sapiens	
151171	long intergenic non-protein coding RNA 1107(LINC01107)	Homo sapiens	
102216342	long intergenic non-protein coding RNA 1108(LINC01108)	Homo sapiens	
54090	long intergenic non-protein coding RNA 111(LINC00111)	Homo sapiens	
101926978	long intergenic non-protein coding RNA 1111(LINC01111)	Homo sapiens	
284998	long intergenic non-protein coding RNA 1114(LINC01114)	Homo sapiens	
339822	long intergenic non-protein coding RNA 1115(LINC01115)	Homo sapiens	
375295	long intergenic non-protein coding RNA 1116(LINC01116)	Homo sapiens	
100134259	long intergenic non-protein coding RNA 1119(LINC01119)	Homo sapiens	
389043	long intergenic non-protein coding RNA 1120(LINC01120)	Homo sapiens	
400955	long intergenic non-protein coding RNA 1122(LINC01122)	Homo sapiens	
100129726	long intergenic non-protein coding RNA 1126(LINC01126)	Homo sapiens	
54088	long intergenic non-protein coding RNA 113(LINC00113)	Homo sapiens	
100506810	long intergenic non-protein coding RNA 1132(LINC01132)	Homo sapiens	
100505633	long intergenic non-protein coding RNA 1133(LINC01133)	Homo sapiens	
100133612	long intergenic non-protein coding RNA 1134(LINC01134)	Homo sapiens	
100131060	long intergenic non-protein coding RNA 1135(LINC01135)	Homo sapiens	
728431	long intergenic non-protein coding RNA 1137(LINC01137)	Homo sapiens	
339535	long intergenic non-protein coding RNA 1139(LINC01139)	Homo sapiens	
339505	long intergenic non-protein coding RNA 1141(LINC01141)	Homo sapiens	
283587	long intergenic non-protein coding RNA 1146(LINC01146)	Homo sapiens	
102606463	long intergenic non-protein coding RNA 1152(LINC01152)	Homo sapiens	
102682016	long intergenic non-protein coding RNA 1159(LINC01159)	Homo sapiens	
100129269	long intergenic non-protein coding RNA 1160(LINC01160)	Homo sapiens	
399827	long intergenic non-protein coding RNA 1164(LINC01164)	Homo sapiens	
102723165	long intergenic non-protein coding RNA 1169(LINC01169)	Homo sapiens	
644873	long intergenic non-protein coding RNA 1184(LINC01184)	Homo sapiens	
400957	long intergenic non-protein coding RNA 1185(LINC01185)	Homo sapiens	
101927574	long intergenic non-protein coding RNA 1186(LINC01186)	Homo sapiens	
100507267	long intergenic non-protein coding RNA 1187(LINC01187)	Homo sapiens	
440900	long intergenic non-protein coding RNA 1191(LINC01191)	Homo sapiens	
647107	long intergenic non-protein coding RNA 1192(LINC01192)	Homo sapiens	
404663	long intergenic non-protein coding RNA 1194(LINC01194)	Homo sapiens	
400456	long intergenic non-protein coding RNA 1197(LINC01197)	Homo sapiens	
401082	long intergenic non-protein coding RNA 1205(LINC01205)	Homo sapiens	
100996490	long intergenic non-protein coding RNA 1206(LINC01206)	Homo sapiens	
100505547	long intergenic non-protein coding RNA 1208(LINC01208)	Homo sapiens	
100507274	long intergenic non-protein coding RNA 1210(LINC01210)	Homo sapiens	
101927992	long intergenic non-protein coding RNA 1213(LINC01213)	Homo sapiens	
101928022	long intergenic non-protein coding RNA 1214(LINC01214)	Homo sapiens	
101929623	long intergenic non-protein coding RNA 1215(LINC01215)	Homo sapiens	
100874275	long intergenic non-protein coding RNA 1216(LINC01216)	Homo sapiens	
101928276	long intergenic non-protein coding RNA 1227(LINC01227)	Homo sapiens	
54072	long intergenic non-protein coding RNA 158(LINC00158)	Homo sapiens	
100551499	long intergenic non-protein coding RNA 159(LINC00159)	Homo sapiens	
118421	long intergenic non-protein coding RNA 161(LINC00161)	Homo sapiens	
193629	long intergenic non-protein coding RNA 189(LINC00189)	Homo sapiens	
100885798	long intergenic non-protein coding RNA 210(LINC00210)	Homo sapiens	
387111	long intergenic non-protein coding RNA 222(LINC00222)	Homo sapiens	
64433	long intergenic non-protein coding RNA 244(LINC00244)	Homo sapiens	
552859	long intergenic non-protein coding RNA 251(LINC00251)	Homo sapiens	
84719	long intergenic non-protein coding RNA 260(LINC00260)	Homo sapiens	
349114	long intergenic non-protein coding RNA 265(LINC00265)	Homo sapiens	
100996279	long intergenic non-protein coding RNA 269(LINC00269)	Homo sapiens	
649159	long intergenic non-protein coding RNA 273(LINC00273)	Homo sapiens	
100499171	long intergenic non-protein coding RNA 276(LINC00276)	Homo sapiens	
121838	long intergenic non-protein coding RNA 284(LINC00284)	Homo sapiens	
728081	long intergenic non-protein coding RNA 290(LINC00290)	Homo sapiens	
497634	long intergenic non-protein coding RNA 293(LINC00293)	Homo sapiens	
283267	long intergenic non-protein coding RNA 294(LINC00294)	Homo sapiens	
100874059	long intergenic non-protein coding RNA 297(LINC00297)	Homo sapiens	
339788	long intergenic non-protein coding RNA 298(LINC00298)	Homo sapiens	
339789	long intergenic non-protein coding RNA 299(LINC00299)	Homo sapiens	
266919	long intergenic non-protein coding RNA 307(LINC00307)	Homo sapiens	
54143	long intergenic non-protein coding RNA 308(LINC00308)	Homo sapiens	
150992	long intergenic non-protein coding RNA 309(LINC00309)	Homo sapiens	
114036	long intergenic non-protein coding RNA 310(LINC00310)	Homo sapiens	
29931	long intergenic non-protein coding RNA 312(LINC00312)	Homo sapiens	
378828	long intergenic non-protein coding RNA 317(LINC00317)	Homo sapiens	
158035	long intergenic non-protein coding RNA 32(LINC00032)	Homo sapiens	
387486	long intergenic non-protein coding RNA 320(LINC00320)	Homo sapiens	
285735	long intergenic non-protein coding RNA 326(LINC00326)	Homo sapiens	
100874126	long intergenic non-protein coding RNA 331(LINC00331)	Homo sapiens	
100874127	long intergenic non-protein coding RNA 332(LINC00332)	Homo sapiens	
100874128	long intergenic non-protein coding RNA 333(LINC00333)	Homo sapiens	
144920	long intergenic non-protein coding RNA 343(LINC00343)	Homo sapiens	
338864	long intergenic non-protein coding RNA 347(LINC00347)	Homo sapiens	
100885781	long intergenic non-protein coding RNA 348(LINC00348)	Homo sapiens	
100874137	long intergenic non-protein coding RNA 351(LINC00351)	Homo sapiens	
100874139	long intergenic non-protein coding RNA 353(LINC00353)	Homo sapiens	
100874143	long intergenic non-protein coding RNA 358(LINC00358)	Homo sapiens	
100887754	long intergenic non-protein coding RNA 359(LINC00359)	Homo sapiens	
100874147	long intergenic non-protein coding RNA 366(LINC00366)	Homo sapiens	
101930748	long intergenic non-protein coding RNA 367(LINC00367)	Homo sapiens	
101926930	long intergenic non-protein coding RNA 378(LINC00378)	Homo sapiens	
100874150	long intergenic non-protein coding RNA 379(LINC00379)	Homo sapiens	
101930747	long intergenic non-protein coding RNA 380(LINC00380)	Homo sapiens	
100874151	long intergenic non-protein coding RNA 381(LINC00381)	Homo sapiens	
100874157	long intergenic non-protein coding RNA 395(LINC00395)	Homo sapiens	
100874158	long intergenic non-protein coding RNA 398(LINC00398)	Homo sapiens	
144776	long intergenic non-protein coding RNA 410(LINC00410)	Homo sapiens	
100287114	long intergenic non-protein coding RNA 421(LINC00421)	Homo sapiens	
100874167	long intergenic non-protein coding RNA 423(LINC00423)	Homo sapiens	
100874182	long intergenic non-protein coding RNA 424(LINC00424)	Homo sapiens	
100188949	long intergenic non-protein coding RNA 426(LINC00426)	Homo sapiens	
100874168	long intergenic non-protein coding RNA 433(LINC00433)	Homo sapiens	
100874173	long intergenic non-protein coding RNA 443(LINC00443)	Homo sapiens	
100874175	long intergenic non-protein coding RNA 446(LINC00446)	Homo sapiens	
100874179	long intergenic non-protein coding RNA 457(LINC00457)	Homo sapiens	
100507428	long intergenic non-protein coding RNA 458(LINC00458)	Homo sapiens	
728192	long intergenic non-protein coding RNA 460(LINC00460)	Homo sapiens	
645323	long intergenic non-protein coding RNA 461(LINC00461)	Homo sapiens	
100129597	long intergenic non-protein coding RNA 462(LINC00462)	Homo sapiens	
199899	long intergenic non-protein coding RNA 466(LINC00466)	Homo sapiens	
79940	long intergenic non-protein coding RNA 472(LINC00472)	Homo sapiens	
58483	long intergenic non-protein coding RNA 474(LINC00474)	Homo sapiens	
100128782	long intergenic non-protein coding RNA 476(LINC00476)	Homo sapiens	
283432	long intergenic non-protein coding RNA 485(LINC00485)	Homo sapiens	
285045	long intergenic non-protein coding RNA 486(LINC00486)	Homo sapiens	
400941	long intergenic non-protein coding RNA 487(LINC00487)	Homo sapiens	
677779	long intergenic non-protein coding RNA 488(LINC00488)	Homo sapiens	
285708	long intergenic non-protein coding RNA 491(LINC00491)	Homo sapiens	
100861468	long intergenic non-protein coding RNA 492(LINC00492)	Homo sapiens	
100874047	long intergenic non-protein coding RNA 499(LINC00499)	Homo sapiens	
100820709	long intergenic non-protein coding RNA 501(LINC00501)	Homo sapiens	
100846978	long intergenic non-protein coding RNA 506(LINC00506)	Homo sapiens	
100862680	long intergenic non-protein coding RNA 507(LINC00507)	Homo sapiens	
400619	long intergenic non-protein coding RNA 511(LINC00511)	Homo sapiens	
282566	long intergenic non-protein coding RNA 515(LINC00515)	Homo sapiens	
645687	long intergenic non-protein coding RNA 520(LINC00520)	Homo sapiens	
84847	long intergenic non-protein coding RNA 525(LINC00525)	Homo sapiens	
100874052	long intergenic non-protein coding RNA 534(LINC00534)	Homo sapiens	
642924	long intergenic non-protein coding RNA 535(LINC00535)	Homo sapiens	
100859921	long intergenic non-protein coding RNA 536(LINC00536)	Homo sapiens	
100652865	long intergenic non-protein coding RNA 539(LINC00539)	Homo sapiens	
100506622	long intergenic non-protein coding RNA 540(LINC00540)	Homo sapiens	
440131	long intergenic non-protein coding RNA 544(LINC00544)	Homo sapiens	
440132	long intergenic non-protein coding RNA 545(LINC00545)	Homo sapiens	
400121	long intergenic non-protein coding RNA 547(LINC00547)	Homo sapiens	
338862	long intergenic non-protein coding RNA 550(LINC00550)	Homo sapiens	
283483	long intergenic non-protein coding RNA 551(LINC00551)	Homo sapiens	
100861552	long intergenic non-protein coding RNA 558(LINC00558)	Homo sapiens	
100874187	long intergenic non-protein coding RNA 559(LINC00559)	Homo sapiens	
100861554	long intergenic non-protein coding RNA 563(LINC00563)	Homo sapiens	
100874055	long intergenic non-protein coding RNA 570(LINC00570)	Homo sapiens	
100505566	long intergenic non-protein coding RNA 578(LINC00578)	Homo sapiens	
100874531	long intergenic non-protein coding RNA 581(LINC00581)	Homo sapiens	
100287814	long intergenic non-protein coding RNA 582(LINC00582)	Homo sapiens	
100113404	long intergenic non-protein coding RNA 583(LINC00583)	Homo sapiens	
414319	long intergenic non-protein coding RNA 587(LINC00587)	Homo sapiens	
619351	long intergenic non-protein coding RNA 589(LINC00589)	Homo sapiens	
283404	long intergenic non-protein coding RNA 592(LINC00592)	Homo sapiens	
414243	long intergenic non-protein coding RNA 595(LINC00595)	Homo sapiens	
81698	long intergenic non-protein coding RNA 597(LINC00597)	Homo sapiens	
646982	long intergenic non-protein coding RNA 598(LINC00598)	Homo sapiens	
157627	long intergenic non-protein coding RNA 599(LINC00599)	Homo sapiens	
101101772	long intergenic non-protein coding RNA 601(LINC00601)	Homo sapiens	
441177	long intergenic non-protein coding RNA 602(LINC00602)	Homo sapiens	
102467077	long intergenic non-protein coding RNA 603(LINC00603)	Homo sapiens	
100131366	long intergenic non-protein coding RNA 605(LINC00605)	Homo sapiens	
646324	long intergenic non-protein coding RNA 607(LINC00607)	Homo sapiens	
101101773	long intergenic non-protein coding RNA 609(LINC00609)	Homo sapiens	
100507528	long intergenic non-protein coding RNA 613(LINC00613)	Homo sapiens	
439916	long intergenic non-protein coding RNA 615(LINC00615)	Homo sapiens	
641365	long intergenic non-protein coding RNA 616(LINC00616)	Homo sapiens	
145249	long intergenic non-protein coding RNA 618(LINC00618)	Homo sapiens	
414260	long intergenic non-protein coding RNA 619(LINC00619)	Homo sapiens	
285375	long intergenic non-protein coding RNA 620(LINC00620)	Homo sapiens	
644242	long intergenic non-protein coding RNA 622(LINC00622)	Homo sapiens	
79100	long intergenic non-protein coding RNA 626(LINC00626)	Homo sapiens	
127841	long intergenic non-protein coding RNA 628(LINC00628)	Homo sapiens	
100506757	long intergenic non-protein coding RNA 629(LINC00629)	Homo sapiens	
100287765	long intergenic non-protein coding RNA 630(LINC00630)	Homo sapiens	
286411	long intergenic non-protein coding RNA 632(LINC00632)	Homo sapiens	
151658	long intergenic non-protein coding RNA 635(LINC00635)	Homo sapiens	
285205	long intergenic non-protein coding RNA 636(LINC00636)	Homo sapiens	
283547	long intergenic non-protein coding RNA 639(LINC00639)	Homo sapiens	
283553	long intergenic non-protein coding RNA 640(LINC00640)	Homo sapiens	
400238	long intergenic non-protein coding RNA 642(LINC00642)	Homo sapiens	
646113	long intergenic non-protein coding RNA 643(LINC00643)	Homo sapiens	
101954204	long intergenic non-protein coding RNA 644(LINC00644)	Homo sapiens	
100505967	long intergenic non-protein coding RNA 645(LINC00645)	Homo sapiens	
100506433	long intergenic non-protein coding RNA 648(LINC00648)	Homo sapiens	
100506334	long intergenic non-protein coding RNA 649(LINC00649)	Homo sapiens	
29075	long intergenic non-protein coding RNA 652(LINC00652)	Homo sapiens	
200261	long intergenic non-protein coding RNA 656(LINC00656)	Homo sapiens	
100507629	long intergenic non-protein coding RNA 658(LINC00658)	Homo sapiens	
148189	long intergenic non-protein coding RNA 662(LINC00662)	Homo sapiens	
284440	long intergenic non-protein coding RNA 663(LINC00663)	Homo sapiens	
400680	long intergenic non-protein coding RNA 664(LINC00664)	Homo sapiens	
339290	long intergenic non-protein coding RNA 667(LINC00667)	Homo sapiens	
400643	long intergenic non-protein coding RNA 668(LINC00668)	Homo sapiens	
284034	long intergenic non-protein coding RNA 670(LINC00670)	Homo sapiens	
100499467	long intergenic non-protein coding RNA 673(LINC00673)	Homo sapiens	
100499466	long intergenic non-protein coding RNA 674(LINC00674)	Homo sapiens	
101410541	long intergenic non-protein coding RNA 678(LINC00678)	Homo sapiens	
101409254	long intergenic non-protein coding RNA 681(LINC00681)	Homo sapiens	
100996597	long intergenic non-protein coding RNA 690(LINC00690)	Homo sapiens	
152024	long intergenic non-protein coding RNA 691(LINC00691)	Homo sapiens	
285326	long intergenic non-protein coding RNA 692(LINC00692)	Homo sapiens	
645206	long intergenic non-protein coding RNA 693(LINC00693)	Homo sapiens	
285401	long intergenic non-protein coding RNA 698(LINC00698)	Homo sapiens	
100652988	long intergenic non-protein coding RNA 702(LINC00702)	Homo sapiens	
100507059	long intergenic non-protein coding RNA 703(LINC00703)	Homo sapiens	
100652997	long intergenic non-protein coding RNA 706(LINC00706)	Homo sapiens	
100507127	long intergenic non-protein coding RNA 707(LINC00707)	Homo sapiens	
100507143	long intergenic non-protein coding RNA 708(LINC00708)	Homo sapiens	
100507163	long intergenic non-protein coding RNA 709(LINC00709)	Homo sapiens	
254312	long intergenic non-protein coding RNA 710(LINC00710)	Homo sapiens	
101929052	long intergenic non-protein coding RNA 836(LINC00836)	Homo sapiens	
100505583	long intergenic non-protein coding RNA 838(LINC00838)	Homo sapiens	
100506835	long intergenic non-protein coding RNA 840(LINC00840)	Homo sapiens	
283033	long intergenic non-protein coding RNA 841(LINC00841)	Homo sapiens	
643650	long intergenic non-protein coding RNA 842(LINC00842)	Homo sapiens	
100507008	long intergenic non-protein coding RNA 844(LINC00844)	Homo sapiens	
100507058	long intergenic non-protein coding RNA 845(LINC00845)	Homo sapiens	
101241891	long intergenic non-protein coding RNA 850(LINC00850)	Homo sapiens	
440757	long intergenic non-protein coding RNA 851(LINC00851)	Homo sapiens	
100132987	long intergenic non-protein coding RNA 856(LINC00856)	Homo sapiens	
170425	long intergenic non-protein coding RNA 858(LINC00858)	Homo sapiens	
100130231	long intergenic non-protein coding RNA 861(LINC00861)	Homo sapiens	
100506126	long intergenic non-protein coding RNA 867(LINC00867)	Homo sapiens	
57234	long intergenic non-protein coding RNA 869(LINC00869)	Homo sapiens	
100506412	long intergenic non-protein coding RNA 871(LINC00871)	Homo sapiens	
285286	long intergenic non-protein coding RNA 877(LINC00877)	Homo sapiens	
255025	long intergenic non-protein coding RNA 879(LINC00879)	Homo sapiens	
339894	long intergenic non-protein coding RNA 880(LINC00880)	Homo sapiens	
100498859	long intergenic non-protein coding RNA 881(LINC00881)	Homo sapiens	
100302640	long intergenic non-protein coding RNA 882(LINC00882)	Homo sapiens	
730091	long intergenic non-protein coding RNA 886(LINC00886)	Homo sapiens	
100131551	long intergenic non-protein coding RNA 887(LINC00887)	Homo sapiens	
100128420	long intergenic non-protein coding RNA 892(LINC00892)	Homo sapiens	
100272228	long intergenic non-protein coding RNA 894(LINC00894)	Homo sapiens	
283143	long intergenic non-protein coding RNA 900(LINC00900)	Homo sapiens	
100652909	long intergenic non-protein coding RNA 904(LINC00904)	Homo sapiens	
284260	long intergenic non-protein coding RNA 907(LINC00907)	Homo sapiens	
284276	long intergenic non-protein coding RNA 908(LINC00908)	Homo sapiens	
400657	long intergenic non-protein coding RNA 909(LINC00909)	Homo sapiens	
100996280	long intergenic non-protein coding RNA 911(LINC00911)	Homo sapiens	
100188953	long intergenic non-protein coding RNA 92(LINC00092)	Homo sapiens	
283867	long intergenic non-protein coding RNA 922(LINC00922)	Homo sapiens	
91948	long intergenic non-protein coding RNA 923(LINC00923)	Homo sapiens	
145820	long intergenic non-protein coding RNA 924(LINC00924)	Homo sapiens	
503519	long intergenic non-protein coding RNA 929(LINC00929)	Homo sapiens	
100144604	long intergenic non-protein coding RNA 930(LINC00930)	Homo sapiens	
144742	long intergenic non-protein coding RNA 934(LINC00934)	Homo sapiens	
400027	long intergenic non-protein coding RNA 938(LINC00938)	Homo sapiens	
400084	long intergenic non-protein coding RNA 939(LINC00939)	Homo sapiens	
100271702	long intergenic non-protein coding RNA 940(LINC00940)	Homo sapiens	
100287314	long intergenic non-protein coding RNA 941(LINC00941)	Homo sapiens	
100507206	long intergenic non-protein coding RNA 943(LINC00943)	Homo sapiens	
387895	long intergenic non-protein coding RNA 944(LINC00944)	Homo sapiens	
101930746	long intergenic non-protein coding RNA 945(LINC00945)	Homo sapiens	
92973	long intergenic non-protein coding RNA 950(LINC00950)	Homo sapiens	
401260	long intergenic non-protein coding RNA 951(LINC00951)	Homo sapiens	
400946	long intergenic non-protein coding RNA 954(LINC00954)	Homo sapiens	
100506305	long intergenic non-protein coding RNA 958(LINC00958)	Homo sapiens	
157381	long intergenic non-protein coding RNA 964(LINC00964)	Homo sapiens	
100505659	long intergenic non-protein coding RNA 967(LINC00967)	Homo sapiens	
100507632	long intergenic non-protein coding RNA 968(LINC00968)	Homo sapiens	
101978719	long intergenic non-protein coding RNA 970(LINC00970)	Homo sapiens	
440970	long intergenic non-protein coding RNA 971(LINC00971)	Homo sapiens	
728724	long intergenic non-protein coding RNA 977(LINC00977)	Homo sapiens	
100506035	long intergenic non-protein coding RNA 989(LINC00989)	Homo sapiens	
728342	long intergenic non-protein coding RNA 992(LINC00992)	Homo sapiens	
101929520	long intergenic non-protein coding RNA 993(LINC00993)	Homo sapiens	
100287879	long intergenic non-protein coding RNA 994(LINC00994)	Homo sapiens	
401321	long intergenic non-protein coding RNA 997(LINC00997)	Homo sapiens	
378805	long intergenic non-protein coding RNA, p53 induced transcript(LINC-PINT)	Homo sapiens	
100885779	long intergenic non-protein coding RNA, regulator of reprogramming(LINC-ROR)	Homo sapiens	
503693	loss of heterozygosity, 12, chromosomal region 2 (non-protein coding)(LOH12CR2)	Homo sapiens	
100505994	lung cancer associated transcript 1 (non-protein coding)(LUCAT1)	Homo sapiens	
729862	lymphocyte-specific protein 1 pseudogene 3(LSP1P3)	Homo sapiens	
3139	major histocompatibility complex, class I, L (pseudogene)(HLA-L)	Homo sapiens	
3116	major histocompatibility complex, class II, DP beta 2 (pseudogene)(HLA-DPB2)	Homo sapiens	
441455	makorin ring finger protein 1 pseudogene(LOC441455)	Homo sapiens	
7686	makorin ring finger protein 7, pseudogene(MKRN7P)	Homo sapiens	
8512	mannose binding lectin 1, pseudogene(MBL1P)	Homo sapiens	
644314	metallothionein 1I, pseudogene(MT1IP)	Homo sapiens	
100287639	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 1(MTHFD2P1)	Homo sapiens	
406905	microRNA 1-2(MIR1-2)	Homo sapiens	
406892	microRNA 100(MIR100)	Homo sapiens	
406893	microRNA 101-1(MIR101-1)	Homo sapiens	
406894	microRNA 101-2(MIR101-2)	Homo sapiens	
406899	microRNA 106a(MIR106A)	Homo sapiens	
406901	microRNA 107(MIR107)	Homo sapiens	
100302274	microRNA 1178(MIR1178)	Homo sapiens	
100302235	microRNA 1179(MIR1179)	Homo sapiens	
100302132	microRNA 1182(MIR1182)	Homo sapiens	
100302113	microRNA 1200(MIR1200)	Homo sapiens	
100302185	microRNA 1204(MIR1204)	Homo sapiens	
100302161	microRNA 1205(MIR1205)	Homo sapiens	
100302170	microRNA 1206(MIR1206)	Homo sapiens	
100302175	microRNA 1207(MIR1207)	Homo sapiens	
100302281	microRNA 1208(MIR1208)	Homo sapiens	
406906	microRNA 122(MIR122)	Homo sapiens	
100302158	microRNA 1231(MIR1231)	Homo sapiens	
406908	microRNA 124-2(MIR124-2)	Homo sapiens	
100302188	microRNA 1243(MIR1243)	Homo sapiens	
100302285	microRNA 1244-1(MIR1244-1)	Homo sapiens	
100422885	microRNA 1244-2(MIR1244-2)	Homo sapiens	
100422872	microRNA 1244-3(MIR1244-3)	Homo sapiens	
100302219	microRNA 1245a(MIR1245A)	Homo sapiens	
100616324	microRNA 1245b(MIR1245B)	Homo sapiens	
100302142	microRNA 1246(MIR1246)	Homo sapiens	
100302289	microRNA 1251(MIR1251)	Homo sapiens	
100302136	microRNA 1252(MIR1252)	Homo sapiens	
100302155	microRNA 1256(MIR1256)	Homo sapiens	
100302172	microRNA 1258(MIR1258)	Homo sapiens	
406910	microRNA 125a(MIR125A)	Homo sapiens	
406911	microRNA 125b-1(MIR125B1)	Homo sapiens	
100302279	microRNA 1262(MIR1262)	Homo sapiens	
100302116	microRNA 1265(MIR1265)	Homo sapiens	
100302202	microRNA 1266(MIR1266)	Homo sapiens	
102466247	microRNA 1273h(MIR1273H)	Homo sapiens	
100302123	microRNA 1275(MIR1275)	Homo sapiens	
100302121	microRNA 1276(MIR1276)	Homo sapiens	
100302182	microRNA 1279(MIR1279)	Homo sapiens	
406916	microRNA 128-2(MIR128-2)	Homo sapiens	
100302265	microRNA 1283-1(MIR1283-1)	Homo sapiens	
100302112	microRNA 1284(MIR1284)	Homo sapiens	
100302133	microRNA 1287(MIR1287)	Homo sapiens	
100302221	microRNA 1291(MIR1291)	Homo sapiens	
100302178	microRNA 1295a(MIR1295A)	Homo sapiens	
100847009	microRNA 1295b(MIR1295B)	Homo sapiens	
100302187	microRNA 1297(MIR1297)	Homo sapiens	
100302153	microRNA 1298(MIR1298)	Homo sapiens	
100302240	microRNA 1304(MIR1304)	Homo sapiens	
100302270	microRNA 1305(MIR1305)	Homo sapiens	
406919	microRNA 130a(MIR130A)	Homo sapiens	
100302166	microRNA 1322(MIR1322)	Homo sapiens	
100302255	microRNA 1323(MIR1323)	Homo sapiens	
406922	microRNA 133a-1(MIR133A1)	Homo sapiens	
442890	microRNA 133b(MIR133B)	Homo sapiens	
406926	microRNA 135a-2(MIR135A2)	Homo sapiens	
406928	microRNA 137(MIR137)	Homo sapiens	
406930	microRNA 138-2(MIR138-2)	Homo sapiens	
100302258	microRNA 1469(MIR1469)	Homo sapiens	
406938	microRNA 146a(MIR146A)	Homo sapiens	
100302126	microRNA 1471(MIR1471)	Homo sapiens	
406939	microRNA 147a(MIR147A)	Homo sapiens	
100126311	microRNA 147b(MIR147B)	Homo sapiens	
406940	microRNA 148a(MIR148A)	Homo sapiens	
442892	microRNA 148b(MIR148B)	Homo sapiens	
406945	microRNA 153-2(MIR153-2)	Homo sapiens	
100302119	microRNA 1538(MIR1538)	Homo sapiens	
100302257	microRNA 1539(MIR1539)	Homo sapiens	
406947	microRNA 155(MIR155)	Homo sapiens	
406949	microRNA 15b(MIR15B)	Homo sapiens	
406951	microRNA 16-2(MIR16-2)	Homo sapiens	
406952	microRNA 17(MIR17)	Homo sapiens	
406995	microRNA 181a-1(MIR181A1)	Homo sapiens	
406955	microRNA 181b-1(MIR181B1)	Homo sapiens	
100302217	microRNA 1827(MIR1827)	Homo sapiens	
406960	microRNA 184(MIR184)	Homo sapiens	
406962	microRNA 186(MIR186)	Homo sapiens	
406963	microRNA 187(MIR187)	Homo sapiens	
406953	microRNA 18a(MIR18A)	Homo sapiens	
574033	microRNA 18b(MIR18B)	Homo sapiens	
100126346	microRNA 190b(MIR190B)	Homo sapiens	
100302129	microRNA 1915(MIR1915)	Homo sapiens	
406968	microRNA 193a(MIR193A)	Homo sapiens	
406971	microRNA 195(MIR195)	Homo sapiens	
442920	microRNA 196b(MIR196B)	Homo sapiens	
100302290	microRNA 1973(MIR1973)	Homo sapiens	
406975	microRNA 198(MIR198)	Homo sapiens	
406977	microRNA 199a-2(MIR199A2)	Homo sapiens	
406979	microRNA 19a(MIR19A)	Homo sapiens	
406980	microRNA 19b-1(MIR19B1)	Homo sapiens	
406981	microRNA 19b-2(MIR19B2)	Homo sapiens	
406987	microRNA 204(MIR204)	Homo sapiens	
100302260	microRNA 2052(MIR2052)	Homo sapiens	
100302225	microRNA 2053(MIR2053)	Homo sapiens	
100302267	microRNA 2054(MIR2054)	Homo sapiens	
406989	microRNA 206(MIR206)	Homo sapiens	
406982	microRNA 20a(MIR20A)	Homo sapiens	
574032	microRNA 20b(MIR20B)	Homo sapiens	
100302224	microRNA 2110(MIR2110)	Homo sapiens	
100302164	microRNA 2113(MIR2113)	Homo sapiens	
100313886	microRNA 2116(MIR2116)	Homo sapiens	
406996	microRNA 214(MIR214)	Homo sapiens	
406998	microRNA 216a(MIR216A)	Homo sapiens	
100126319	microRNA 216b(MIR216B)	Homo sapiens	
406999	microRNA 217(MIR217)	Homo sapiens	
407001	microRNA 218-2(MIR218-2)	Homo sapiens	
407006	microRNA 221(MIR221)	Homo sapiens	
407007	microRNA 222(MIR222)	Homo sapiens	
407008	microRNA 223(MIR223)	Homo sapiens	
100313842	microRNA 2276(MIR2276)	Homo sapiens	
100313887	microRNA 2277(MIR2277)	Homo sapiens	
100313780	microRNA 2278(MIR2278)	Homo sapiens	
100423036	microRNA 2355(MIR2355)	Homo sapiens	
407011	microRNA 23b(MIR23B)	Homo sapiens	
100500809	microRNA 23c(MIR23C)	Homo sapiens	
407012	microRNA 24-1(MIR24-1)	Homo sapiens	
100616110	microRNA 2681(MIR2681)	Homo sapiens	
100616452	microRNA 2682(MIR2682)	Homo sapiens	
407016	microRNA 26a-2(MIR26A2)	Homo sapiens	
407017	microRNA 26b(MIR26B)	Homo sapiens	
407019	microRNA 27b(MIR27B)	Homo sapiens	
407021	microRNA 29a(MIR29A)	Homo sapiens	
407024	microRNA 29b-1(MIR29B1)	Homo sapiens	
407028	microRNA 302a(MIR302A)	Homo sapiens	
442894	microRNA 302b(MIR302B)	Homo sapiens	
442895	microRNA 302c(MIR302C)	Homo sapiens	
442896	microRNA 302d(MIR302D)	Homo sapiens	
100302131	microRNA 302f(MIR302F)	Homo sapiens	
100616387	microRNA 3064(MIR3064)	Homo sapiens	
100422842	microRNA 3074(MIR3074)	Homo sapiens	
407029	microRNA 30a(MIR30A)	Homo sapiens	
407030	microRNA 30b(MIR30B)	Homo sapiens	
