"foi","numOlapA_obs","numOlapA_alt","numOlapA_pval","numOlapAwithin_obs","numOlapAwithin_alt","numOlapAwithin_pval","numOlapB_obs","numOlapB_alt","numOlapB_pval","numOlapBwithin_obs","numOlapBwithin_alt","numOlapBwithin_pval","comOlap_obs","comOlap_alt","comOlap_pval","meandist_obs","meandist_alt","meandist_pval","meanLenOlapB_obs","meanLenOlapB_alt","meanLenOlapB_pval","Anum","Alen","Bnum","Blen"
"ct_hg19_foi_MER91B_desc_repSubfamily",259,"greater",0.191480851914809,0,"greater",1,295,"greater",0.318868113188681,295,"greater",0.299470052994701,30519,"greater",0.233476652334767,-1346857.3750479,"less",9.99900009999e-05,103.454237288136,"greater",0.293470652934707,13049,521960000,1566,160091
"ct_hg19_foi_MER91C_desc_repSubfamily",299,"greater",0.159484051594841,0,"greater",1,306,"greater",0.237876212378762,305,"greater",0.248075192480752,26353,"greater",0.117088291170883,-1123432.17326998,"less",0.0948905109489051,86.5555555555556,"greater",0.0460953904609539,13049,521960000,1602,135079
"ct_hg19_foi_MER92B_desc_repSubfamily",124,"greater",0.0038996100389961,0,"greater",1,175,"greater",0.0356964303569643,172,"greater",0.0294970502949705,59776,"greater",0.0002999700029997,-3434752.78082612,"greater",9.99900009999e-05,345.377142857143,"greater",0.0172982701729827,13049,521960000,872,257641
"ct_hg19_foi_MER94_desc_repSubfamily",982,"greater",9.99900009999e-05,0,"greater",1,1060,"greater",9.99900009999e-05,1057,"greater",9.99900009999e-05,112699,"greater",9.99900009999e-05,-288056.464786574,"greater",9.99900009999e-05,106.450943396226,"greater",0.262273772622738,13049,521960000,4735,500974
"ct_hg19_foi_MER96B_desc_repSubfamily",276,"greater",0.46025397460254,0,"greater",1,363,"less",0.415658434156584,360,"less",0.382861713828617,58475,"greater",0.366663333666633,-999182.514752088,"greater",9.99900009999e-05,162.548209366391,"greater",0.0768923107689231,13049,521960000,2103,324079
"ct_hg19_foi_MER96_desc_repSubfamily",180,"less",0.0080991900809919,0,"greater",1,195,"less",0.0104989501049895,195,"less",0.0124987501249875,22271,"less",0.0268973102689731,-1855203.2693693,"less",9.99900009999e-05,114.210256410256,"greater",0.274072592740726,13049,521960000,1265,142111
"ct_hg19_foi_MER97a_desc_repSubfamily",36,"greater",0.21007899210079,0,"greater",1,46,"less",0.316068393160684,46,"less",0.346065393460654,22294,"greater",0.184481551844816,-11244673.7189823,"greater",0.0212978702129787,484.652173913043,"greater",0.0094990500949905,13049,521960000,274,102425
"ct_hg19_foi_MER97b_desc_repSubfamily",10,"less",0.0354964503549645,0,"greater",1,18,"less",0.0408959104089591,18,"less",0.0408959104089591,7074,"less",0.0810918908109189,-20333177.6571498,"greater",0.114088591140886,393,"greater",0.108489151084892,12294,491760000,177,60543
"ct_hg19_foi_MER97c_desc_repSubfamily",24,"less",0.301069893010699,0,"greater",1,36,"less",0.213478652134787,36,"less",0.243075692430757,11652,"less",0.159284071592841,-12206457.0558243,"greater",9.99900009999e-05,323.666666666667,"less",0.332666733326667,13023,520920000,217,73673
"ct_hg19_foi_MIR3_desc_repSubfamily",7884,"greater",0.221877812218778,0,"greater",1,15350,"less",9.99900009999e-05,15280,"less",9.99900009999e-05,1766948,"less",0.0004999500049995,-15738.3951260633,"greater",0.205479452054795,115.367557003257,"greater",9.99900009999e-05,13049,521960000,90011,10203118
